Product Name,Price,Currency,SKU,Brand,Category,Rating,Availability,Reviews,Product Description,Overview,Product Url,Image,Image URLs
"102"" Wide Sofa & Chaise",1625,USD,GNT23029,Signature Design by Ashley,Sectionals,5,In Stock,14,"Plush and posh. Showcase your eye for on-trend texture with the statement-making cord upholstery of this sectional with chaise. Its stunningly soft fabric entices in a warm neutral hue, complementing contemporary color palettes. Sink into the cushions and plan to stay a while—this cozy living room centerpiece highlights your high-end approach to comfort and style.",Seat Height - Floor to Seat: 21 '' | Seating Capacity: 3 | Assembly Required | Removable Seat Cushions | Reversible Cushions | Removable Back Cushions,https://www.wayfair.com/furniture/pdp/102-wide-sofa-chaise-gnt23029.html?piid=82261122%2C82261123,https://assets.wfcdn.com/im/80944019/compr-r85/2305/230561015/102-wide-sofa-chaise.jpg,https://assets.wfcdn.com/im/55746232/resize-h800-w800%5Ecompr-r85/2305/230561015/102%22+Wide+Sofa+%26+Chaise.jpg | https://assets.wfcdn.com/im/67097145/resize-h800-w800%5Ecompr-r85/2305/230561016/102%22+Wide+Sofa+%26+Chaise.jpg | https://assets.wfcdn.com/im/29190800/resize-h800-w800%5Ecompr-r85/2275/227590918/102%22+Wide+Sofa+%26+Chaise.jpg | https://assets.wfcdn.com/im/32307760/resize-h800-w800%5Ecompr-r85/2178/217859142/102%22+Wide+Sofa+%26+Chaise.jpg
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-clermeau-6-piece-upholstered-sectional-w111173368.html?piid=1083505895,N/A,
3 Piece Upholstered Sectional Sofa & Chaise with Ottoman,650,USD,W002148228,Latitude Run®,Sectionals,4,In Stock,33,This ultimate sectional piece provides you and your family an infinite joy while staying at home.,With Ottoman | Removable Back Cushions,https://www.wayfair.com/furniture/pdp/latitude-run-3-piece-upholstered-sectional-sofa-chaise-with-ottoman-w002148228.html,https://assets.wfcdn.com/im/39657043/compr-r85/1901/190195778/3-piece-upholstered-sectional-sofa-chaise-with-ottoman.jpg,https://assets.wfcdn.com/im/14459256/resize-h800-w800%5Ecompr-r85/1901/190195778/3+Piece+Upholstered+Sectional+Sofa+%26+Chaise+with+Ottoman.jpg
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/wade-logan-blakeley-1495-wide-right-hand-facing-modular-corner-sectional-with-ottoman-w002411578.html?piid=1297791736,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/mercer41-zellar-7-piece-upholstered-sectional-w110536551.html?piid=1474065405,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/lark-manor-akshada-128-wide-reversible-modular-corner-sectional-with-ottoman-w010184903.html?piid=504883197,N/A,
Elcyhic 4 - Piece Faux Leather Sectional,1989,USD,FLHO1442,F&L Homes Studio,Sectionals,5,In Stock,23,N/A,Seat Height - Floor to Seat: 20 '' | With Ottoman | Seating Capacity: 6 | Assembly Required | Warranty Length: 30 Days | Solid Wood Frame | Assembly Tools Included,https://www.wayfair.com/furniture/pdp/f-l-homes-studio-elcyhic-122-wide-faux-leather-reversible-modular-corner-sectional-with-ottoman-flho1442.html?piid=75525542,https://assets.wfcdn.com/im/75470785/compr-r85/2233/223360603/elcyhic-4-piece-faux-leather-sectional.jpg,https://assets.wfcdn.com/im/99331428/resize-h800-w800%5Ecompr-r85/2233/223360603/Elcyhic+4+-+Piece+Faux+Leather+Sectional.jpg
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-zendiya-2-piece-upholstered-sectional-couch-sleeper-sofa-set-w100361855.html?piid=132177685,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-koldo-5-piece-upholstered-sectional-sofa-w100642567.html?piid=342598727,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/wade-logan-aveya-147-wide-reversible-modular-corner-sectional-w006479027.html?piid=1046621369,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-power-recliner-leather-7-seats-l-shaped-recliner-sofa-with-cup-holder-charging-port-w111206823.html,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/wrought-studio-4-piece-1165-u-shape-upholstered-chenille-sectional-w111072175.html?piid=1636387082,N/A,
Adaleah 2 - Piece Upholstered Sectional,470,USD,AEEH1299,Ebern Designs,Sectionals,3,In Stock,16,"This sectional with chaise easily seats up to four guests, so it's ideal for movie night in the living room or den. The frame is built on tapered wooden feet, great L-shape design that complements your modern decor. This clean-lined sofa and chaise are cushioned, giving you plenty of support while you relax. And we love that the chaise allows you to place down a tray of snacks or kick up your feet after a long day. Assembly is required.",Storage Included | Seating Capacity: 4 | Assembly Required | Warranty Length: 30 Days,https://www.wayfair.com/furniture/pdp/ebern-designs-adaleah-33-wide-sofa-chaise-aeeh1299.html?piid=86625600%2C86625598,https://assets.wfcdn.com/im/12088046/compr-r85/2355/235578224/adaleah-2-piece-upholstered-sectional.jpg,https://assets.wfcdn.com/im/37285833/resize-h800-w800%5Ecompr-r85/2355/235578224/Adaleah+2+-+Piece+Upholstered+Sectional.jpg
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/ebern-designs-ranardo-3-piece-versatile-upholstered-sectional-sofa-bed-couches-velvet-sofa-pull-out-couch-w110612359.html?piid=361360869,N/A,
Aramus 3 - Piece Leather Sectional,2900,USD,SHLC3254,Lark Manor™,Sectionals,5,In Stock,9,"Chesterfield style: Chesterfield sectional are designed with the traditional chesterfield style in mind, this piece hits all the key elements, with deep button tufting, and scrolled arms.",Seating Capacity: 5 | Assembly Required | Warranty Length: 1 Year | Solid Wood Frame,https://www.wayfair.com/furniture/pdp/lark-manor-aramus-138-wide-genuine-leather-corner-sectional-shlc3254.html?piid=83804315,https://assets.wfcdn.com/im/09409896/compr-r85/2348/234846917/aramus-3-piece-leather-sectional.jpg,"https://assets.wfcdn.com/im/34607683/resize-h800-w800%5Ecompr-r85/2348/234846917/Aramus+3+-+Piece+Leather+Sectional.jpg | https://assets.wfcdn.com/im/84466974/resize-h800-w800%5Ecompr-r85/2366/236645638/Aramus+3+-+Piece+Leather+Sectional.jpg | https://assets.wfcdn.com/im/99474584/resize-h800-w800%5Ecompr-r85/2366/236645676/Aramus+3+-+Piece+Leather+Sectional.jpg | https://assets.wfcdn.com/im/46085510/resize-h800-w800%5Ecompr-r85/2366/236645667/Aramus+3+-+Piece+Leather+Sectional.jpg | https://assets.wfcdn.com/im/80294691/resize-h800-w800%5Ecompr-r85/2366/236645659/Aramus+3+-+Piece+Leather+Sectional.jpg | https://assets.wfcdn.com/im/91970779/resize-h800-w800%5Ecompr-r85/2366/236645657/Aramus+3+-+Piece+Leather+Sectional.jpg | https://assets.wfcdn.com/im/80619866/resize-h800-w800%5Ecompr-r85/2366/236645656/Aramus+3+-+Piece+Leather+Sectional.jpg | https://assets.wfcdn.com/im/69268953/resize-h800-w800%5Ecompr-r85/2366/236645655/Aramus+3+-+Piece+Leather+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Abdul-Rahman Upholstered Sectional,990,USD,W003262529,Latitude Run®,Sectionals,4.5,In Stock,105,"This 2 pieces sectional sofa comes with a pull-out bed, right-facing storage chaise, storage arms with cup holders, and pocket pouches allowing you to have a variety of functions and features, perfect for any guest! Built with high-performance polished microfiber fabric and a solid wood frame, this couch will offer you better comfort and lasting durability.",Seat Height - Floor to Seat: 18 '' | Storage Included | Seating Capacity: 3 | Assembly Required,https://www.wayfair.com/furniture/pdp/latitude-run-abdul-rahman-94-wide-revolution-performance-fabricsa-right-hand-facing-sleeper-sofa-chaise-w003262529.html?piid=283973024,https://assets.wfcdn.com/im/49976080/compr-r85/1208/120800724/abdul-rahman-upholstered-sectional.jpg,"https://assets.wfcdn.com/im/70189003/resize-h800-w800%5Ecompr-r85/1208/120800724/Abdul-Rahman+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/22996656/resize-h800-w800%5Ecompr-r85/1208/120800961/Abdul-Rahman+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/71830068/resize-h800-w800%5Ecompr-r85/1207/120736288/Abdul-Rahman+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/02607022/resize-h800-w800%5Ecompr-r85/1207/120736158/Abdul-Rahman+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/66741169/resize-h800-w800%5Ecompr-r85/1207/120741661/Abdul-Rahman+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/52269991/resize-h800-w800%5Ecompr-r85/1207/120741636/Abdul-Rahman+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/96717262/resize-h800-w800%5Ecompr-r85/1207/120734853/Abdul-Rahman+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/35782353/resize-h800-w800%5Ecompr-r85/1208/120800775/Abdul-Rahman+Upholstered+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Darcie 2-Piece Contemporary Corner Sofa in Faux Leather and Chrome Metal,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,Seating Capacity: 5 | Assembly Required,https://www.wayfair.com/furniture/pdp/ivy-bronx-darcie-2-piece-contemporary-corner-sofa-in-faux-leather-and-chrome-metal-w000247903.html?piid=1161675690,https://assets.wfcdn.com/im/89777328/compr-r85/1421/142131242/darcie-2-piece-contemporary-corner-sofa-in-faux-leather-and-chrome-metal.jpg,"https://assets.wfcdn.com/im/14975115/resize-h800-w800%5Ecompr-r85/1421/142131242/Darcie+2-Piece+Contemporary+Corner+Sofa+in+Faux+Leather+and+Chrome+Metal.jpg | https://assets.wfcdn.com/im/73270997/resize-h800-w800%5Ecompr-r85/1421/142134784/Darcie+2-Piece+Contemporary+Corner+Sofa+in+Faux+Leather+and+Chrome+Metal.jpg | https://assets.wfcdn.com/im/76136205/resize-h800-w800%5Ecompr-r85/1421/142134793/Darcie+2-Piece+Contemporary+Corner+Sofa+in+Faux+Leather+and+Chrome+Metal.jpg | https://assets.wfcdn.com/im/36054774/resize-h800-w800%5Ecompr-r85/3482/34825807/Darcie+2-Piece+Contemporary+Corner+Sofa+in+Faux+Leather+and+Chrome+Metal.jpg | https://assets.wfcdn.com/im/28424712/resize-h800-w800%5Ecompr-r85/1028/102817916/Darcie+2-Piece+Contemporary+Corner+Sofa+in+Faux+Leather+and+Chrome+Metal.jpg | https://assets.wfcdn.com/im/97311448/resize-h800-w800%5Ecompr-r85/2704/27049344/Darcie+2-Piece+Contemporary+Corner+Sofa+in+Faux+Leather+and+Chrome+Metal.jpg | https://assets.wfcdn.com/im/76292647/resize-h800-w800%5Ecompr-r85/1421/142134788/Darcie+2-Piece+Contemporary+Corner+Sofa+in+Faux+Leather+and+Chrome+Metal.jpg | https://assets.wfcdn.com/im/74609622/resize-h800-w800%5Ecompr-r85/2704/27049346/Darcie+2-Piece+Contemporary+Corner+Sofa+in+Faux+Leather+and+Chrome+Metal.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/wrought-studio-seery-827-chenille-padded-modular-sofa-w111102720.html,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-patracia-3-piece-upholstered-sectional-sleeper-sofa-with-pull-out-bed-and-storage-ottoman-w110730719.html?piid=832510136,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-aribeth-3-piece-upholstered-sectional-w100537039.html?piid=1331916557,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/ebern-designs-mukram-2-piece-upholstered-sectional-w100553545.html?piid=524670849,N/A,
2 - Piece Velvet Sectional,800,USD,W008359591,Lark Manor™,Sectionals,4.5,In Stock,41,"This sleeper sofa-and-chaise sectional brings cushioned comfort and classic style to your living room. Plus, the sofa fully extends into a bed that's just right for offering extra sleep space and seating all in one. Made with a solid and engineered wood frame, it's upholstered in velvet fabric and filled with foam. Pocket springs offer a balance of padding and stability. Tufted cushions and nailhead trim round out its look. Best of all, this sofa features a hidden storage compartment under the seat.",Seat Height - Floor to Seat: 17.5 '' | Made-to-order | Storage Included | Seating Capacity: 3 | Assembly Required,https://www.wayfair.com/furniture/pdp/lark-manor-965-wide-reversible-sleeper-sofa-chaise-w008359591.html?piid=1215889329,https://assets.wfcdn.com/im/22048486/compr-r85/1927/192727349/2-piece-velvet-sectional.jpg,"https://assets.wfcdn.com/im/98116597/resize-h800-w800%5Ecompr-r85/1927/192727349/2+-+Piece+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/81073243/resize-h800-w800%5Ecompr-r85/1927/192727310/2+-+Piece+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/24741671/resize-h800-w800%5Ecompr-r85/1927/192727356/2+-+Piece+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/43363807/resize-h800-w800%5Ecompr-r85/1927/192727350/2+-+Piece+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/21084974/resize-h800-w800%5Ecompr-r85/1927/192727319/2+-+Piece+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/67093828/resize-h800-w800%5Ecompr-r85/1927/192727287/2+-+Piece+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/28745221/resize-h800-w800%5Ecompr-r85/1927/192727343/2+-+Piece+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/36439437/resize-h800-w800%5Ecompr-r85/1927/192727307/2+-+Piece+Velvet+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Lexington 2 - Piece Velvet Sectional,861,USD,W006773814,Glory Furniture,Sectionals,4,In Stock,106,"This reversible sofa and chaise lounge features classic inspiration and glam accents for a standout centerpiece in your living room. It has a solid and engineered wood frame, resting upon steel legs in a chrome finish for some added shine. This sectional is fully wrapped in velvet upholstery for a luxe look. It also showcases vertical channel tufting in the back and arms, foam-filled cushions, and pocket springs in the seats for extra support while you're hanging out with friends or hosting the next movie marathon. Two toss pillows are also included.",Seat Height - Floor to Seat: 19 '' | Seating Capacity: 3 | Assembly Required | Warranty Length: 30 Days,https://www.wayfair.com/furniture/pdp/glory-furniture-lexington-87-wide-velvet-reversible-sofa-chaise-w006773814.html?piid=249009159,https://assets.wfcdn.com/im/09370024/compr-r85/6873/68737656/lexington-2-piece-velvet-sectional.jpg,https://assets.wfcdn.com/im/02310429/resize-h800-w800%5Ecompr-r85/6873/68737656/Lexington+2+-+Piece+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/97846013/resize-h800-w800%5Ecompr-r85/6873/68737661/Lexington+2+-+Piece+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/79608603/resize-h800-w800%5Ecompr-r85/6873/68737658/Lexington+2+-+Piece+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/13837024/resize-h800-w800%5Ecompr-r85/2193/219343300/Lexington+2+-+Piece+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/20547839/resize-h800-w800%5Ecompr-r85/6873/68737663/Lexington+2+-+Piece+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/13504900/resize-h800-w800%5Ecompr-r85/6873/68737660/Lexington+2+-+Piece+Velvet+Sectional.jpg
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/mercer41-itsuko-3-piece-vegan-leather-sectional-w110434686.html?piid=1423131263,N/A,
Anabrenda 2 - Piece Upholstered Sectional,580,USD,AEEH1808,Ebern Designs,Sectionals,4,In Stock,11,"2 pieces L shape sectional linen sofa crafted come with two toss pillows . Disngned sturdy wood frame and wrapped in foam-filled , support up to 420 lbs weight capital. the cushions are foam-filled with eight-way hand-tied spring construction perfet to support body. This sectional sofa design round arms pillow backs, and cushions with subtle tufting complete the look. Enjoy the happiness that this sofa brings to you. It can be easily assembled according to the instructions without any tools.",Seat Height - Floor to Seat: 17.5 '' | Seating Capacity: 4 | Assembly Required | Warranty Length: 30 Days,https://www.wayfair.com/furniture/pdp/ebern-designs-anabrenda-2-piece-upholstered-sectional-aeeh1808.html?piid=90629747%2C90629748,https://assets.wfcdn.com/im/51725573/compr-r85/2539/253930281/anabrenda-2-piece-upholstered-sectional.jpg,https://assets.wfcdn.com/im/26527786/resize-h800-w800%5Ecompr-r85/2539/253930281/Anabrenda+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/96322155/resize-h800-w800%5Ecompr-r85/2539/253930260/Anabrenda+2+-+Piece+Upholstered+Sectional.jpg
Aaron 2 - Piece Upholstered Sectional,1499,USD,W001177742,AllModern,Sectionals,4.5,In Stock,846,Aaron is a classic design that never goes out of style. The simple yet elegant expression and the clean lines and sharp angles beautifully contrasted by the soft cushions is a clear evident hereof. With Aaron you really get a piece of design that stays relevant for years.,Seat Height - Floor to Seat: 18.1 '' | Seating Capacity: 3 | Assembly Required | Solid Wood Frame | Removable Seat Cushions | Reversible Cushions | Removable Back Cushions,https://www.wayfair.com/furniture/pdp/allmodern-aaron-2-piece-upholstered-chaise-sectional-reversible-w001177742.html?piid=161683105,https://assets.wfcdn.com/im/90767594/compr-r85/2891/289133741/aaron-2-piece-upholstered-sectional.jpg,"https://assets.wfcdn.com/im/15965381/resize-h800-w800%5Ecompr-r85/2891/289133741/Aaron+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/83979160/resize-h800-w800%5Ecompr-r85/1171/117165507/Aaron+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/81912642/resize-h800-w800%5Ecompr-r85/2891/289133744/Aaron+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/93263555/resize-h800-w800%5Ecompr-r85/2891/289133743/Aaron+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/92016865/resize-h800-w800%5Ecompr-r85/6930/69308048/Aaron+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/76245055/resize-h800-w800%5Ecompr-r85/6930/69308037/Aaron+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/57964126/resize-h800-w800%5Ecompr-r85/6930/69308045/Aaron+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/87049307/resize-h800-w800%5Ecompr-r85/6997/69979459/Aaron+2+-+Piece+Upholstered+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Camlyn Upholstered Sectional,550,USD,W010416514,Wade Logan®,Sectionals,4.5,In Stock,28,"This is highly recommended to you. This modern sofa can provide ample seating when guests are over, perfect for a small space, and easy to lay down on for a nap. The cushions you sit on are nice and firm.",Seat Height - Floor to Seat: 18.5 '' | Seating Capacity: 3 | Assembly Required | Warranty Length: 90 Days,https://www.wayfair.com/furniture/pdp/wade-logan-camlyn-831-wide-right-hand-facing-modular-sofa-chaise-w010416514.html?piid=2114282315,https://assets.wfcdn.com/im/17414460/compr-r85/2285/228531818/camlyn-upholstered-sectional.jpg,"https://assets.wfcdn.com/im/42612247/resize-h800-w800%5Ecompr-r85/2285/228531818/Camlyn+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/53515688/resize-h800-w800%5Ecompr-r85/2285/228532340/Camlyn+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/87749826/resize-h800-w800%5Ecompr-r85/2285/228531844/Camlyn+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/65048000/resize-h800-w800%5Ecompr-r85/2285/228531842/Camlyn+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/35108442/resize-h800-w800%5Ecompr-r85/2285/228531837/Camlyn+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/69317623/resize-h800-w800%5Ecompr-r85/2285/228531829/Camlyn+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/00764673/resize-h800-w800%5Ecompr-r85/2285/228532358/Camlyn+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/14746232/resize-h800-w800%5Ecompr-r85/2285/228532351/Camlyn+Upholstered+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-sparling-faux-leather-3-seater-sofa-with-chaise-lounge-w007848026.html?piid=1473901946,N/A,
Haylen L-Shaped Sectional Couch Velvet Small Sectional Sofa with Chaise,850,USD,W110441796,House of Hampton®,Sectionals,4.5,In Stock,5,"The appearance of the velvet series and the classic design are sure to win the love of you and your family. This reversible sectional sofa has a frame made of solid wood and manufactured wood, with flared and rounded arms. The seat cushion is filled with a high-rebound sponge for just the right amount of comfort. You can easily adjust the position of the backrest cushion, making it very easy to arrange. The couch's chaise can be adjusted by changing the position of the single seat frame, allowing you to customize it to your preference. Such a beautiful and functional four-seat sectional sofa is definitely the perfect choice for you.",Seat Height - Floor to Seat: 16.9 '' | With Ottoman | Storage Included | Seating Capacity: 4 | Assembly Required | Warranty Length: 1 Year | Assembly Tools Included | Removable Seat Cushions | Reversible Cushions | Removable Back Cushions,https://www.wayfair.com/furniture/pdp/house-of-hampton-haylen-l-shaped-sectional-couch-velvet-small-sectional-sofa-with-chaise-w110441796.html?piid=934309286,https://assets.wfcdn.com/im/13946694/compr-r85/2691/269136405/haylen-l-shaped-sectional-couch-velvet-small-sectional-sofa-with-chaise.jpg,"https://assets.wfcdn.com/im/60855519/resize-h800-w800%5Ecompr-r85/2691/269136405/Haylen+L-Shaped+Sectional+Couch+Velvet+Small+Sectional+Sofa+with+Chaise.jpg | https://assets.wfcdn.com/im/61846307/resize-h800-w800%5Ecompr-r85/2691/269136403/Haylen+L-Shaped+Sectional+Couch+Velvet+Small+Sectional+Sofa+with+Chaise.jpg | https://assets.wfcdn.com/im/95899046/resize-h800-w800%5Ecompr-r85/2691/269136400/Haylen+L-Shaped+Sectional+Couch+Velvet+Small+Sectional+Sofa+with+Chaise.jpg | https://assets.wfcdn.com/im/84548133/resize-h800-w800%5Ecompr-r85/2691/269136401/Haylen+L-Shaped+Sectional+Couch+Velvet+Small+Sectional+Sofa+with+Chaise.jpg | https://assets.wfcdn.com/im/23844553/resize-h800-w800%5Ecompr-r85/2691/269136397/Haylen+L-Shaped+Sectional+Couch+Velvet+Small+Sectional+Sofa+with+Chaise.jpg | https://assets.wfcdn.com/im/35195466/resize-h800-w800%5Ecompr-r85/2691/269136396/Haylen+L-Shaped+Sectional+Couch+Velvet+Small+Sectional+Sofa+with+Chaise.jpg | https://assets.wfcdn.com/im/37070004/resize-h800-w800%5Ecompr-r85/2691/269136394/Haylen+L-Shaped+Sectional+Couch+Velvet+Small+Sectional+Sofa+with+Chaise.jpg | https://assets.wfcdn.com/im/73197220/resize-h800-w800%5Ecompr-r85/2691/269136402/Haylen+L-Shaped+Sectional+Couch+Velvet+Small+Sectional+Sofa+with+Chaise.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/wade-logan-arwilda-9528-wide-linen-corner-sectional-w002951396.html?piid=72236241,N/A,
