Product Name,Price,Currency,SKU,Brand,Category,Rating,Availability,Reviews,Product Description,Overview,Product Url,Image,Image URLs
2-piece Upholstered Sectional - No Assembly Required,729.99,USD,W111277782,Ebern Designs,Sectionals,4.5,In Stock,5,"Transform your living space with this stylish and contemporary sectional sofa, available on Wayfair. Designed for both comfort and elegance, this versatile piece combines a spacious double sofa with a luxurious chaise lounge, crafted with a combination of spring coils and high-density foam for lasting support. Unpack and unwind—no assembly required! This sectional is the perfect spot to relax or entertain.",Seat Height - Floor to Seat: 16.5 '' | Seating Capacity: 4 | Fully Assembled | Reversible Cushions,https://www.wayfair.com/furniture/pdp/ebern-designs-2-piece-upholstered-sectional-no-assembly-required-w111277782.html?piid=107363730%2C107363735&auctionId=059ce65a-510c-4be2-af21-bcf34bcd73a5,https://assets.wfcdn.com/im/18931134/compr-r85/2905/290509971/2-piece-upholstered-sectional-no-assembly-required.jpg,https://assets.wfcdn.com/im/93733347/resize-h800-w800%5Ecompr-r85/2905/290509971/2-piece+Upholstered+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/54776280/resize-h800-w800%5Ecompr-r85/2874/287445788/2-piece+Upholstered+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/88963167/resize-h800-w800%5Ecompr-r85/2926/292606094/2-piece+Upholstered+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/43581809/resize-h800-w800%5Ecompr-r85/2874/287445792/2-piece+Upholstered+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/32230896/resize-h800-w800%5Ecompr-r85/2874/287445791/2-piece+Upholstered+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/20879983/resize-h800-w800%5Ecompr-r85/2874/287445790/2-piece+Upholstered+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/09372628/resize-h800-w800%5Ecompr-r85/2874/287445784/2-piece+Upholstered+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/1978285/resize-h800-w800%5Ecompr-r85/2874/287445783/2-piece+Upholstered+Sectional+-+No+Assembly+Required.jpg
Angelamaria 6 - Piece Faux Leather Sectional,699.99,USD,W009415468,Wade Logan®,Sectionals,4.5,In Stock,214,"Complete the look in your living room or den with this reversible modular sectional. It includes six chair sections that are configurable in any number of ways to suit your room’s layout. The engineered wood frame has coil spring construction that is designed for support and also helps to prevent sagging over time. The cushioned back, rounded arms, and plump seats are filled with foam and wrapped in easy-care faux leather that looks soft and feels inviting. We love that the seat cushions are removable, making it a breeze to vacuum up those inevitable crumbs. Full assembly is required.",Seat Height - Floor to Seat: 18 '' | With Ottoman | Seating Capacity: 4 | Assembly Required | Warranty Length: 30 Days | Removable Seat Cushions,https://www.wayfair.com/furniture/pdp/wade-logan-angelamaria-120-wide-faux-leather-modular-corner-sectional-with-ottoman-w009415468.html?piid=672938797,https://assets.wfcdn.com/im/31817290/compr-r85/2267/226713218/angelamaria-6-piece-faux-leather-sectional.jpg,"https://assets.wfcdn.com/im/57015077/resize-h800-w800%5Ecompr-r85/2267/226713218/Angelamaria+6+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/39935432/resize-h800-w800%5Ecompr-r85/2161/216131193/Angelamaria+6+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/12870118/resize-h800-w800%5Ecompr-r85/2161/216131207/Angelamaria+6+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/98162400/resize-h800-w800%5Ecompr-r85/2161/216134831/Angelamaria+6+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/83180867/resize-h800-w800%5Ecompr-r85/2161/216131198/Angelamaria+6+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/17233606/resize-h800-w800%5Ecompr-r85/2161/216131195/Angelamaria+6+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/13386498/resize-h800-w800%5Ecompr-r85/2161/216131177/Angelamaria+6+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/36020704/resize-h800-w800%5Ecompr-r85/2161/216131168/Angelamaria+6+-+Piece+Faux+Leather+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-no-assembly-required-2-piece-teddy-fabric-sofa-w111656629.html?piid=1615291560&auctionId=059ce65a-510c-4be2-af21-bcf34bcd73a5,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/wade-logan-bentancourt-2-piece-upholstered-sectional-w110288660.html?piid=501798407,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-ballyrobert-4-piece-upholstered-sectional-w110666155.html?piid=519874044,N/A,
Dearborn 6 - Piece Upholstered Sectional,1880,USD,CNUS1020,Latitude Run®,Sectionals,4,In Stock,27,"Experience double the comfort and double the style with this eternally chic double chaise sectional! Its curved, low-profile silhouette embodies modernity, ensuring your living space will always be on-trend. Available in beige, grey, and boucle, it effortlessly integrates into your interior while making a bold statement in your home. More than just looks, this double chaise sectional is built for exceptional comfort. Featuring an expertly crafted combination of durable foam with plush microfiber padding, its incredibly comfy, deep cushioning is made for hours of cozy lounging. Six modular sections—2 corner seats, 2 armless seats, and 2 ottomans— ship straight to you with each module fully assembled, with all parts and instructions included. An interlocking bracket system allows you to easily connect the modules into your ideal sectional setup, making for incredibly easy tool-free assembly.",Seat Height - Floor to Seat: 17.7 '' | With Ottoman | Seating Capacity: 4 | Assembly Required | Warranty Length: 1 Year | Solid Wood Frame | Assembly Tools Included,https://www.wayfair.com/furniture/pdp/latitude-run-dearborn-6-piece-upholstered-chaise-sectional-cnus1020.html?piid=88660201&auctionId=ddabb544-66af-461e-aef6-234c29ae29c5,https://assets.wfcdn.com/im/54232712/compr-r85/2567/256734162/dearborn-6-piece-upholstered-sectional.jpg,"https://assets.wfcdn.com/im/65932371/resize-h800-w800%5Ecompr-r85/2567/256734162/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/63520047/resize-h800-w800%5Ecompr-r85/2567/256734331/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/84410509/resize-h800-w800%5Ecompr-r85/2567/256734388/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/43230545/resize-h800-w800%5Ecompr-r85/2567/256734164/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/53645780/resize-h800-w800%5Ecompr-r85/2567/256734378/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/03108785/resize-h800-w800%5Ecompr-r85/2567/256734373/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/87910764/resize-h800-w800%5Ecompr-r85/2567/256734356/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/21963503/resize-h800-w800%5Ecompr-r85/2567/256734353/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Cazenovia 2 - Piece Upholstered Sectional,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,Seat Height - Floor to Seat: 18.5 '' | Seating Capacity: 3 | Assembly Required | Warranty Length: 1 Year,https://www.wayfair.com/furniture/pdp/zipcode-design-cazenovia-816-wide-reversible-sofa-chaise-w004508876.html?piid=1644097787,https://assets.wfcdn.com/im/45955106/compr-r85/1287/128796418/cazenovia-2-piece-upholstered-sectional.jpg,"https://assets.wfcdn.com/im/71152893/resize-h800-w800%5Ecompr-r85/1287/128796418/Cazenovia+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/30862723/resize-h800-w800%5Ecompr-r85/1040/104063831/Cazenovia+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/83613738/resize-h800-w800%5Ecompr-r85/1040/104063849/Cazenovia+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/70213127/resize-h800-w800%5Ecompr-r85/8992/89929982/Cazenovia+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/37913143/resize-h800-w800%5Ecompr-r85/2471/247138476/Cazenovia+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/19511810/resize-h800-w800%5Ecompr-r85/1040/104063830/Cazenovia+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/69293719/resize-h800-w800%5Ecompr-r85/1040/104063826/Cazenovia+2+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/64915462/resize-h800-w800%5Ecompr-r85/1040/104063834/Cazenovia+2+-+Piece+Upholstered+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-no-assembly-required-2-piece-teddy-fabric-sofa-w111656629.html?piid=1615291560&auctionId=ddabb544-66af-461e-aef6-234c29ae29c5,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-cassan-845-wide-left-hand-facing-sleeper-sofa-and-chaise-with-ottoman-w011117383.html?piid=560008785,N/A,
Askas 2 - Piece Faux Leather Sectional,659.99,USD,W005174092,Wade Logan®,Sectionals,4.5,In Stock,696,"This corner sectional seats up to four people, so there’s plenty of space for family movie nights and get-togethers with friends. Its frame is made from engineered wood and rests on short tapered legs. This sofa has foam-filled faux leather upholstery and blocky square arms that give it a modern look. Hand-tied eight-way springs provide firm seat support. We love that the built-in chaise makes it easy to stretch out and relax. Plus, this couch arrives with two coordinating accent pillows, so all you have to add is yourself, a throw blanket, and a good book.",Seat Height - Floor to Seat: 16.5 '' | Seating Capacity: 4 | Assembly Required | Warranty Length: 90 Days,https://www.wayfair.com/furniture/pdp/wade-logan-askas-1035-wide-faux-leather-sofa-chaise-w005174092.html?piid=1924942028%2C1924942030,https://assets.wfcdn.com/im/14082321/compr-r85/2350/235005990/askas-2-piece-faux-leather-sectional.jpg,https://assets.wfcdn.com/im/39280108/resize-h800-w800%5Ecompr-r85/2350/235005990/Askas+2+-+Piece+Faux+Leather+Sectional.jpg
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-carbaugh-154-oversized-u-shaped-sectional-sofa-comfy-cloud-couch-deep-sectional-sofa-with-ottomans-for-living-room-w111104006.html?piid=1745061092,N/A,
6 - Piece Corduroy Sectional,849.99,USD,W100030920,Latitude Run®,Sectionals,4.5,In Stock,286,"Modern elegance that will look beautiful paired with a wide range of colors and decor. This modular sectional is a unique design for you to move around the pieces to fit your comfort need. Upholstered in premium corduroy fabric and finished with tapered block feet, this sectional epitomizes ultimate flexibility in styling to fit your space perfectly.",Seat Height - Floor to Seat: 18 '' | With Ottoman | Seating Capacity: 6 | Assembly Required | Warranty Length: 30 Days,https://www.wayfair.com/furniture/pdp/latitude-run-rejus-120-wide-reversible-modular-corner-sectional-with-ottoman-w100030920.html?piid=368209277,https://assets.wfcdn.com/im/95810291/compr-r85/2433/243303563/6-piece-corduroy-sectional.jpg,"https://assets.wfcdn.com/im/21008078/resize-h800-w800%5Ecompr-r85/2433/243303563/6+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/43709904/resize-h800-w800%5Ecompr-r85/2433/243303561/6+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/71728821/resize-h800-w800%5Ecompr-r85/2433/243303841/6+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/80320615/resize-h800-w800%5Ecompr-r85/2433/243304527/6+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/05625118/resize-h800-w800%5Ecompr-r85/2433/243303839/6+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/82923292/resize-h800-w800%5Ecompr-r85/2433/243303837/6+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/55060817/resize-h800-w800%5Ecompr-r85/2433/243303560/6+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/62451863/resize-h800-w800%5Ecompr-r85/2433/243303557/6+-+Piece+Corduroy+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Nikeita 2 - Piece Corduroy Sectional,529.99,USD,W100545521,Ebern Designs,Sectionals,4.5,In Stock,317,This sectional's understated design makes it a versatile choice for a variety of styles. Subtle supremely comfortable upholstery and plush back cushions add a sumptuous feel to its classic image and otherwise clean-lined profile with wooden legs. Easy assembly and no additional tool required. Toss pillows are included.,Seat Height - Floor to Seat: 18 '' | Seating Capacity: 3 | Assembly Required | Warranty Length: 30 Days,https://www.wayfair.com/furniture/pdp/ebern-designs-nikeita-2-piece-upholstered-sectional-w100545521.html?piid=382430502,https://assets.wfcdn.com/im/10437508/compr-r85/2492/249289789/nikeita-2-piece-corduroy-sectional.jpg,"https://assets.wfcdn.com/im/35635295/resize-h800-w800%5Ecompr-r85/2492/249289789/Nikeita+2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/30468408/resize-h800-w800%5Ecompr-r85/2492/249289791/Nikeita+2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/64521147/resize-h800-w800%5Ecompr-r85/2492/249289794/Nikeita+2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/67675728/resize-h800-w800%5Ecompr-r85/2487/248748363/Nikeita+2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/53170234/resize-h800-w800%5Ecompr-r85/2492/249289793/Nikeita+2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/58337121/resize-h800-w800%5Ecompr-r85/2492/249289787/Nikeita+2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/46986208/resize-h800-w800%5Ecompr-r85/2492/249289788/Nikeita+2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/41819321/resize-h800-w800%5Ecompr-r85/2492/249289792/Nikeita+2+-+Piece+Corduroy+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
2 - Piece Corduroy Sectional - No Assembly Required,699.99,USD,W111640430,Ebern Designs,Sectionals,N/A,In Stock,N/A,"Cloud Sofa Comfort: Elevate your living space with our modular cloud sectional sofa, where luxury meets unmatched comfort. Wrapped in silky-soft corduroy, this sectional provides a cloud-like seating experience. The spacious 51"" chaise is perfect for lounging, making it your go-to spot for relaxation. No assembly required—simply unbox and enjoy. Ideal for any room, this versatile piece effortlessly adapts to your space, creating a personalized, cozy haven in your home.",Seat Height - Floor to Seat: 16.54 '' | Seating Capacity: 5 | Fully Assembled,https://www.wayfair.com/furniture/pdp/ebern-designs-2-piece-corduroy-sectional-no-assembly-required-w111640430.html?piid=710206584%2C710206567&auctionId=78b7b4c3-9384-4f51-914c-5cc4536787d6,https://assets.wfcdn.com/im/64479505/compr-r85/2935/293563755/2-piece-corduroy-sectional-no-assembly-required.jpg,"https://assets.wfcdn.com/im/55685578/resize-h800-w800%5Ecompr-r85/2935/293563755/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/78387404/resize-h800-w800%5Ecompr-r85/2935/293563753/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/01225429/resize-h800-w800%5Ecompr-r85/2935/293563765/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/78523603/resize-h800-w800%5Ecompr-r85/2935/293563763/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/56248150/resize-h800-w800%5Ecompr-r85/2925/292501550/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/32983752/resize-h800-w800%5Ecompr-r85/2935/293563757/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/41626055/resize-h800-w800%5Ecompr-r85/2992/299224831/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/85079321/resize-h800-w800%5Ecompr-r85/2992/299224820/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Mckenny 2 - Piece Faux Leather Sectional,660,USD,W006995662,Trent Austin Design®,Sectionals,4,In Stock,372,N/A,Seat Height - Floor to Seat: 19.29 '' | Seating Capacity: 3 | Assembly Required | Warranty Length: 1 Year | Assembly Tools Included,https://www.wayfair.com/furniture/pdp/trent-austin-design-mckenny-10078-wide-faux-leather-reversible-modular-sofa-chaise-w006995662.html?piid=1870798471,https://assets.wfcdn.com/im/14597762/compr-r85/1529/152956042/mckenny-2-piece-faux-leather-sectional.jpg,"https://assets.wfcdn.com/im/89399975/resize-h800-w800%5Ecompr-r85/1529/152956042/Mckenny+2+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/81012049/resize-h800-w800%5Ecompr-r85/2935/293583471/Mckenny+2+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/70825290/resize-h800-w800%5Ecompr-r85/2484/248445792/Mckenny+2+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/04458516/resize-h800-w800%5Ecompr-r85/2927/292762120/Mckenny+2+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/27109239/resize-h800-w800%5Ecompr-r85/2484/248445573/Mckenny+2+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/07327583/resize-h800-w800%5Ecompr-r85/1850/185075901/Mckenny+2+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/75563098/resize-h800-w800%5Ecompr-r85/2484/248446214/Mckenny+2+-+Piece+Faux+Leather+Sectional.jpg | https://assets.wfcdn.com/im/10312765/resize-h800-w800%5Ecompr-r85/1721/172150927/Mckenny+2+-+Piece+Faux+Leather+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-no-assembly-required-2-piece-teddy-fabric-sofa-w111656629.html?piid=1615291560&auctionId=78b7b4c3-9384-4f51-914c-5cc4536787d6,N/A,
2 - Piece Corduroy Sectional,599.99,USD,W111612350,Mercer41,Sectionals,N/A,In Stock,N/A,"Elevate the style and comfort of your home with our exquisite sectional sofa. This stunning piece is designed to be the centerpiece of any room, combining luxury with functionality.It not only enhances the aesthetic appeal of your space but also provides unmatched comfort and support. Don’t miss the opportunity to make this exceptional piece the highlight of your home.",Seat Height - Floor to Seat: 17.91 '' | Storage Included | Seating Capacity: 4 | Assembly Required | Solid Wood Frame | Assembly Tools Included,https://www.wayfair.com/furniture/pdp/mercer41-2-piece-corduroy-sectional-w111612350.html?piid=1460012059%2C1460012061&auctionId=78b7b4c3-9384-4f51-914c-5cc4536787d6,https://assets.wfcdn.com/im/80641488/compr-r85/2900/290046878/2-piece-corduroy-sectional.jpg,https://assets.wfcdn.com/im/55443701/resize-h800-w800%5Ecompr-r85/2900/290046878/2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/92608839/resize-h800-w800%5Ecompr-r85/2933/293391311/2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/58443399/resize-h800-w800%5Ecompr-r85/2933/293392466/2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/02314716/resize-h800-w800%5Ecompr-r85/2933/293392458/2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/12311058/resize-h800-w800%5Ecompr-r85/2929/292921824/2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/00868656/resize-h800-w800%5Ecompr-r85/2900/290045333/2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/60928823/resize-h800-w800%5Ecompr-r85/2900/290045095/2+-+Piece+Corduroy+Sectional.jpg
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-elleanna-84-wide-reversible-sleeper-sofa-chaise-w004519449.html?piid=1245853472,N/A,
Airica 8 - Piece Corduroy Sectional,790,USD,AEEH1507,Ebern Designs,Sectionals,4,In Stock,40,"With a symmetrical and reversible design, a home modular sectional sofa set ready to be creatively arranged in your space into whatever shape suits your room and your needs. It is a free combination that can be seats up to five. Crafted with an engineered wood frame, this sectional is wrapped in polyester blend upholstery that's filled with foam and supported by coil springs to help resist sagging. A cushioned back and arms invite you to sit back and relax, while the ottoman lets you create a chaise to nap on, so it's just right for relaxing with family and friends.",Seat Height - Floor to Seat: 17.5 '' | With Ottoman | Storage Included | Seating Capacity: 6 | Assembly Required | Warranty Length: 90 Days,https://www.wayfair.com/furniture/pdp/ebern-designs-airica-118-wide-symmetrical-modular-sectional-with-ottoman-aeeh1507.html?piid=87414229,https://assets.wfcdn.com/im/14166994/compr-r85/2440/244027478/airica-8-piece-corduroy-sectional.jpg,https://assets.wfcdn.com/im/88969207/resize-h800-w800%5Ecompr-r85/2440/244027478/Airica+8+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/66267381/resize-h800-w800%5Ecompr-r85/2440/244027476/Airica+8+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/77618294/resize-h800-w800%5Ecompr-r85/2440/244027477/Airica+8+-+Piece+Corduroy+Sectional.jpg
